TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;16.537.145/0001-66;SAINT-GERMAIN FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;12350027.03
FI;16.555.522/0001-90;BTG PACTUAL INFRAESTRUTURA II FEEDER FIC FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;44816670.65
FI;16.557.835/0001-87;ICATU SEG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PRIVILEGE CONSERVADOR RENDA FIXA;2021-06-30;230707498.38
FI;16.557.853/0001-69;SOMMA JUSPREV ATIVO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;120599426.62
FI;16.565.016/0001-81;BTG PACTUAL CDB I FIC FI RENDA FIXA CRÉDITO PRIVADO;2021-06-30;1732947246.84
FI;16.565.045/0001-43;SPX FALCON I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;101546725.32
FI;16.565.056/0001-23;SPX APACHE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;168034046.92
FI;16.565.058/0001-12;BTG PACTUAL ALPHA MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;583306058.59
FI;16.565.070/0001-27;FJPP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;64110260.76
FI;16.565.084/0001-40;SPX APACHE MASTER FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;305324186.57
FI;16.566.519/0001-71;PLATINA TRADING FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;31440476.22
FI;16.566.520/0001-04;SERPROS FUNDO DE INVESTIMENTO EM AÇÕES GERIBÁ;2021-06-30;96760262.01
FI;16.569.373/0001-18;ATMOS TERRA FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;388453334.01
FI;16.569.438/0001-25;SQUADRA HORIZONTE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;228503863.06
FI;16.569.649/0001-68;VELT ALÍSIO FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;338345217.49
FI;16.569.908/0001-50;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES VALOR;2021-06-30;2024327824.87
FI;16.569.933/0001-34;Vinci Selection Fundo De Investimento Multimercado;2021-06-30;103104506.46
FI;16.570.073/0001-59;BOTIJA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;75509554.43
FI;16.570.142/0001-24;LENNOX FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR BDR NÍVEL I;2021-06-30;76574975.85
FI;16.570.153/0001-04;TRANCOSO FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;23930290.38
FI;16.570.371/0001-49;BBT-FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;10199068.38
FI;16.575.253/0001-23;ICATU CAPITAL PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;10004610.94
FI;16.575.255/0001-12;XP INVESTOR DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;168363599.86
FI;16.590.454/0001-08;JAVELIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;48022070.42
FI;16.590.458/0001-88;TOMAHAWK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;47866970.02
FI;16.590.561/0001-28;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO APOEMA - INVESTIMENTO NO EXTERIOR;2021-06-30;34612123.25
FI;16.590.573/0001-52;FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO JEQUITIBÁ INVEST EXT;2021-06-30;30828707.55
FI;16.599.959/0001-25;TAGUS TOP FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO II;2021-06-30;68766924.82
FI;16.599.968/0001-16;AZ QUEST YIELD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;157554842.45
FI;16.607.821/0001-20;SANTANDER RENDA FIXA PRE MASTER FIC FI;2021-06-30;1207536472.12
FI;16.607.837/0001-33;SANTANDER FI ANUBIS II MULTIMERCADO;2021-06-30;517575697.83
FI;16.607.881/0001-43;SANTANDER PB CRISEPA MULT CRÉD PRIV FIC FI;2021-06-30;34992054.03
FI;16.607.894/0001-12;SANTANDER MULTIMERCADO MACRO BRASIL CRESCIMENTO FI;2021-06-30;511824845.42
FI;16.607.909/0001-42;SANTANDER FI EXCLUSIVO ALPHA RF REFERENCIADO DI LONGO PRAZO;2021-06-30;282407852.24
FI;16.607.920/0001-02;SANTANDER FI PREV NTN-B 2023 RF;2021-06-30;4966530371.75
FI;16.608.053/0001-20;CHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;22736285.34
FI;16.608.466/0001-04;SANTANDER FUNDO DE INVESTIMENTO SBAC RENDA FIXA REFERENCIADO DI;2021-06-30;7951349245.03
FI;16.608.489/0001-19;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PB JACARAIPE MULT CRÉD PRIV INV NO EXTERIOR;2021-06-30;53450110.42
FI;16.608.611/0001-57;SANTANDER FI FGH RENDA FIXA REFERENCIADO DI;2021-06-30;632494574.86
FI;16.608.625/0001-70;SANTANDER PB FORTE DEI MARMI MULT CRÉD PRIV FI;2021-06-30;45004830.30
FI;16.608.638/0001-40;SANTANDER FI GUARUJÁ MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;576077242.48
FI;16.617.446/0001-08;SAFRA SMALL CAP PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;111855873.47
FI;16.617.472/0001-28;SAFRA SMALL CAP MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;436699005.60
FI;16.617.511/0001-97;SAFRA DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;347448927.94
FI;16.617.513/0001-86;SAFRA PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FREE;2021-06-30;51484103.61
FI;16.617.521/0001-22;VILARINHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;11178745.76
FI;16.617.556/0001-61;DOURO FIC FI MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;38454812.26
FI;16.617.593/0001-70;BBT-FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;3112801.26
FI;16.617.768/0001-49;SPX FALCON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;544222872.75
FI;16.619.471/0001-12;ICATU SEG ALOCAÇÃO DINÂMICA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;1501748.78
FI;16.626.130/0001-74;FUNDO DE INVESTIMENTO MULTIMERCADO BLUE CAPITAL CRÉDITO PRIVADO;2021-06-30;32266546.80
FI;16.634.618/0001-43;H2SP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO- INVESTIMENTO NO EXTERIOR;2021-06-30;95369616.34
FI;16.634.623/0001-56;M2 FUTURA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;42215643.34
FI;16.634.756/0001-22;CSHG 4 IRMÃOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;16862739.20
FI;16.671.698/0001-07;CSHG CAMBURI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-06-30;25586974.15
FI;16.671.782/0001-20;CSHG EAST FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;44625973.87
FI;16.687.215/0001-62;RIO GRANDE PREVIDENCIÁRIO II FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;786252303.52
FI;16.687.228/0001-31;RIO GRANDE PREVIDENCIÁRIO I FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;217964105.48
FI;16.703.203/0001-84;WESTERN ASSET PREV IBRX ALPHA AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;137968451.28
FI;16.703.345/0001-41;ALGARAVIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR;2021-06-30;47501926.61
FI;16.718.137/0001-16;ITAÚ FLEXPREV MASTER DIVIDENDOS V45 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTI;2021-06-30;1215990881.62
FI;16.718.163/0001-44;DUFFY FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-06-30;50708798.99
FI;16.718.177/0001-68;NOVOS TEMPOS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;27436620.74
FI;16.718.289/0001-19;ITAÚ FLEXPREV LONGEVITÁ MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FI;2021-06-30;58011685.40
FI;16.718.302/0001-30;ITAÚ AÇÕES MOMENTO 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;2253324643.65
FI;16.718.316/0001-53;RETAIL RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-06-30;297523861.78
FI;16.718.328/0001-88;ATI MULIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;90035974.51
FI;16.718.334/0001-35;ITAÚ PRIVATE AÇÕES PHOENIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;40732907.63
FI;16.718.364/0001-41;ELEVEN FINANCE MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-06-30;82514771.40
FI;16.728.467/0001-92;MAR AZUL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;60726353.50
FI;16.728.475/0001-39;DAYTONA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;2021-06-30;111991141.40
FI;16.741.595/0001-76;TRIPLE G FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;21764756.13
FI;16.741.785/0001-93;NEXXT FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;9266923.83
FI;16.742.106/0001-09;CEZANNE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;36270132.73
FI;16.744.654/0001-60;ITAIPAVA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;2021-06-30;127034989.81
FI;16.744.655/0001-04;MOBILE FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;279791520.68
FI;16.758.809/0001-17;SUNSHINE II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;52732470.49
FI;16.802.124/0001-20;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BERETTA - INVESTIMENTO NO EXTERIOR;2021-06-30;11577648.20
FI;16.802.143/0001-57;AZ QUEST MASTER YIELD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;157554093.25
FI;16.802.348/0001-32;SBC OPORTUNIDADE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVA;2021-06-30;65515872.26
FI;16.816.128/0001-68;FUNDO DE INVESTIMENTO EM AÇÕES GAP VALOR PERNAMBUCO;2021-06-30;93007469.25
FI;16.816.132/0001-26;ALFA GOLD FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;19791966.77
FI;16.816.140/0001-72;CSHG MARLIN FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;86237291.79
FI;16.816.153/0001-41;NEO FUTURE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;651459700.31
FI;16.816.177/0001-09;LUGANO MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;700423243.49
FI;16.839.107/0001-68;UJAY MASTER FIX FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;35425492.96
FI;16.840.842/0001-91;BB MAPFRE LIQUIDEZ RENDA FIXA CURTO PRAZO AUTOMÁTICO FIC FI;2021-06-30;30803880.45
FI;16.844.885/0001-45;BANRISUL FOCO IRF-M FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;385001165.46
FI;16.844.890/0001-58;BANRISUL FOCO IMA-B FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;125463709.21
FI;16.844.934/0001-40;BANRISUL FLEX PLUS CREDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;23292252.18
FI;16.847.404/0001-55;PREMIER TOP FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;69027996.72
FI;16.858.911/0001-94;URBE INVEST FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;192258185.23
FI;16.858.948/0001-12;FUNDO DE INVESTIMENTO JASPE PREV MULTIMERCADO PREVIDENCIÁRIO;2021-06-30;109599320.59
FI;16.862.541/0001-69;FIBRA FDO DE INVEST PREMIUM RENDA FIXA CRED PRIVADO;2021-06-30;8997795.35
FI;16.866.522/0001-00;GSDJ PRV FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;2021-06-30;17978200.64
FI;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;23494762.92
FI;16.873.296/0001-95;SIDEWINDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;286040961.96
FI;16.873.318/0001-17;STINGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;289571069.20
FI;16.874.651/0001-40;GBR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;7973219.41
FI;16.876.874/0001-47;WITPAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;32943345.56
FI;16.877.448/0001-28;FUNDO DE INVESTIMENTO CAIXA MASTER AUTOMÁTICO 50 RENDA FIXA REFERENCIADO DI LONGO PRAZO;2021-06-30;31780010841.70
FI;16.877.553/0001-67;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST PREVIDENCIÁRIO CAIXA PREVINVEST ÍNDICE DE PREÇOS RF 80;2021-06-30;2930479148.14
FI;16.877.592/0001-64;FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST PREVIDENCIÁRIO CAIXA PREVINVEST RF CREDITO PRIV 80;2021-06-30;332683975.58
FI;16.877.602/0001-61;FUNDO DE INVESTIMENTO MULTIMERCADO BÁLTICO II - CRÉDITO PRIVADO;2021-06-30;20445503.33
FI;16.877.609/0001-83;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA DESENVOLVER RENDA FIXA LONGO PRAZO;2021-06-30;5825377.68
FI;16.877.625/0001-76;FUNDO DE INVESTIMENTO MULTIMERCADO BÁLTICO - CRÉDITO PRIVADO;2021-06-30;24561665.66
FI;16.878.608/0001-53;FUNDO DE INV. EM COTAS DE FUNDOS DE INV. SAFIRA PREV MULTIMERCADO PREVIDENCIÁRIO - CRÉDITO PRIVADO;2021-06-30;41282485.39
FI;16.880.073/0001-55;A3 GARÇAS FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;66995347.97
FI;16.880.814/0001-06;BRAM FUNDO DE INVESTIMENTO DE AÇÕES SMALL CAPS;2021-06-30;338904206.06
FI;16.892.024/0001-32;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RIVER - INVESTIMENTO NO EXTERIOR;2021-06-30;21894775.91
FI;16.892.026/0001-21;LATIN AMERICA CAPITAL PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2021-06-30;47574696.28
FI;16.892.057/0001-82;CSHG LVM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;2021-06-30;31194330.74
FI;16.892.095/0001-35;WM PARTICIPAÇÕES I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST MULTIMERCADO - CREDITO PRIVADO;2021-06-30;30568889.98
FI;16.892.116/0001-12;SUL AMÉRICA JURO REAL CURTO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-06-30;216686088.11
FI;16.892.122/0001-70;SUL AMÉRICA SELECTION FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;432703508.17
FI;16.892.145/0001-84;FOCUS FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2021-06-30;23851824.00
FI;16.899.113/0001-00;CSHG M2M FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;71363461.19
FI;16.899.136/0001-15;CSHG EBURY STREET FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;20296980.68
FI;16.899.157/0001-30;CSHG PRIBOY AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - IE;2021-06-30;38080338.55
FI;16.899.259/0001-56;CSHG LUPA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;81194856.93
FI;16.906.391/0001-48;CSHG OLÍMPIA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;78733489.12
FI;16.916.048/0001-84;FUNDO DE INVESTIMENTO CATEDRAL RENDA FIXA CRÉDITO PRIVADO;2021-06-30;614142261.28
FI;16.916.054/0001-31;FUNDO DE INVESTIMENTO FOX CRÉDITO BANCÁRIO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;5149961196.80
FI;16.916.060/0001-99;FUNDO DE INVESTIMENTO CAIXA INDEXA OURO MULTIMERCADO LONGO PRAZO;2021-06-30;228296692.09
FI;16.916.063/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA GIRO EMPRESAS RENDA FIXA REF DI LP;2021-06-30;12620904625.62
FI;16.924.884/0001-00;ULTRA BLUE LABEL FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;4097390.24
FI;16.924.919/0001-01;PRIDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;17227171.37
FI;16.929.413/0001-95;FUNDO DE INVESTIMENTO MULTIMERCADO GOLDMAX CRÉDITO PRIVADO;2021-06-30;37805825.45
FI;16.929.533/0001-92;CSHG TS FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;63170168.17
FI;16.929.542/0001-83;BRAIN FORÇA TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;59717738.98
FI;16.929.553/0001-63;VERDE AM LONG BIAS MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;1050401119.92
FI;16.929.562/0001-54;CSHG VERDE AM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;57666663.13
FI;16.929.582/0001-25;COSECHA I FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;362286836.10
FI;16.938.214/0001-43;FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO IMA-B ALOCAÇÃO LONGO PRAZO;2021-06-30;842568458.82
FI;16.938.231/0001-80;SICREDI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO CDI +;2021-06-30;147640232.18
FI;16.948.298/0001-04;CONSTELLATION INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-06-30;1243367329.03
FI;16.954.572/0001-40;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR 1120;2021-06-30;115484463.25
FI;16.954.586/0001-63;CSHG PRIBOY FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;166303466.56
FI;16.954.599/0001-32;CSHG CMP FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-06-30;14593281.64
FI;16.954.605/0001-51;CSHG HAMBURGO FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-06-30;203880057.59
FI;16.954.610/0001-64;CSHG TOCAUNA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;33165269.36
FI;16.961.689/0001-50;MONGERAL AEGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-06-30;13228562.74
FI;16.962.766/0001-97;BTG PACTUAL IBA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-06-30;60338714.31
FI;16.964.091/0001-15;BANESTES SOLIDEZ AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2021-06-30;154397810.73
FI;16.975.350/0001-03;FUNDO DE INVESTIMENTO CATANZARO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;24074967.72
FI;16.984.349/0001-45;EQUIS HIGH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;1346830.95
FI;16.985.581/0001-06;FLAMINGO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;10354496.77
FI;16.987.184/0001-65;FUNDO DE INVESTIMENTO DE ACOES PONTA SUL INVESTIMENTO NO EXTERIOR;2021-06-30;9039447419.93
FI;16.987.196/0001-90;FIQ DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LASER - INVESTIMENTO NO EXTERIOR;2021-06-30;14113316.76
FI;16.987.508/0001-65;PRUMO CAPITAL FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;216133093.14
FI;16.992.023/0001-60;FUNDO DE INVESTIMENTO EM QUOTAS DE FI MULTIMERCADO CRÉDITO PRIVADO B&B - INVESTIMENTO NO EXTERIOR;2021-06-30;3798965.56
FI;16.992.064/0001-56;A3 ALOCAÇÕES FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;676213988.53
FI;16.993.142/0001-37;BRESSER AÇÕES MASTER FUNDO DE INVESTIMENTOS EM AÇÕES;2021-06-30;327706609.21
FI;17.000.151/0001-42;PETRA LIQUIDEZ FUNDO DE INVESTIMENTO REFERENCIADO DI LP;2021-06-30;579287900.33
FI;17.002.686/0001-52;MBA - FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2021-06-30;64325377.49
FI;17.002.861/0001-01;PACIFICO LB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;448021146.86
FI;17.009.959/0001-90;BTG PACTUAL ABSOLUTO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO DE AÇÕES;2021-06-30;3144447276.63
FI;17.009.974/0001-39;SIGNAL CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;6379261.81
FI;17.012.112/0001-65;G5 AETERNUS FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;142162837.39
FI;17.012.142/0001-71;CALIX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;26172211.07
FI;17.012.169/0001-64;AMARO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;10363253.80
FI;17.012.208/0001-23;AUGME 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-06-30;584168334.16
FI;17.016.572/0001-61;FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO VALOR - INVESTIMENTO NO EXTERIOR;2021-06-30;8122260.36
FI;17.016.592/0001-32;FACAM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;82526077.78
FI;17.021.319/0001-04;TG SAFIRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-06-30;4439197.50
FI;17.023.627/0001-60;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO JACARANDÁ - INVESTIMENTO NO EXTERIOR;2021-06-30;445082071.87
FI;17.023.647/0001-31;RBBT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;30744262.15
FI;17.024.020/0001-03;FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO ODA - INVESTIMENTO NO EXTERIOR;2021-06-30;79516506.53
FI;17.024.032/0001-20;FÁBRICA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-06-30;28508845.40
